Priority,Action,Suggested Approach,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
275,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJGaiZ,2025-11-05,Koon Kee Wan Tan Mee,"Meal Takeaway, Restaurant",1,50000,"95, Jalan Hang Lekir, Petaling Street, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,,,,60178851455.0,,60178851455.0,4.0,657.0,$ (Budget),OPERATIONAL,ChIJGaiZttFJzDERHRWSGnprDxE,3.1443888,101.697886,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (657 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
276,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJefdF,2025-11-05,Eatalia by Brava @Sri Hartamas (Pizza Brava Previously),"Meal Delivery, Meal Takeaway, Store",1,100000,"12, Jalan 25/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://www.eataliabybrava.com/,,,60362111660.0,,60362111660.0,4.2,787.0,$$ (Moderate),OPERATIONAL,ChIJefdFFKxJzDERqSejIyAMItU,3.16271,101.6502998,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (787 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
277,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJMwcN,2025-11-05,Sushi Zanmai The Gardens Mall,Restaurant,1,150000,"LG-240&241A, Lower Ground Floor, The Gardens Mall, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,http://www.supersushi.com.my/,,,60127021160.0,,60127021160.0,3.8,1004.0,$$ (Moderate),OPERATIONAL,ChIJMwcN545JzDER0FhP9ezDG7c,3.119365600000001,101.6761691,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1004 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
278,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJkxdT,2025-11-05,Jogoya Japanese Buffet Restaurant,Restaurant,2,400000,"LG 05 Lower Ground Floor, The, 181, Bukit Bintang Rd, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://www.jogoyarestaurants.com/,,,60321411666.0,,60321411666.0,3.8,2968.0,$$$ (Expensive),OPERATIONAL,ChIJkxdTEyw2zDERsy8XiwXjebY,3.1465855,101.7140537,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.8/5 (2968 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
279,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJQzcq,2025-11-05,Tamarind Hill,"Bar, Restaurant",1,200000,"19, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,https://samadhiretreats.com/tamarind-hill-kuala-lumpur/26,,,60321483200.0,,60321483200.0,4.2,605.0,$$$ (Expensive),CLOSED_TEMPORARILY,ChIJQzcqdNU3zDERUY0izrCokEE,3.152927800000001,101.7086755,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (605 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
280,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJb4Nw,2025-11-05,One Seafood Restaurant | 港一活海鮮,Restaurant,1,80000,"510, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://oneseafoodkl.com/,,,60162159915.0,,60162159915.0,4.2,859.0,Unknown,OPERATIONAL,ChIJb4Nw8NVJzDERLQkjSW7QgsI,3.1473325,101.7207649,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (859 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
281,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJi8A4,2025-11-05,Alexis Bistro @ Bangsar,"Restaurant, Bar",1,200000,"29, Jln Telawi 3, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://alexisbistro.cargo.site/,,,60322842880.0,,60322842880.0,4.1,920.0,$$$ (Expensive),OPERATIONAL,ChIJi8A4dJhJzDER5S34PCD3Pus,3.131788100000001,101.6709146,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (920 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
282,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJKdx-,2025-11-05,Heritage One Station Restaurant,Restaurant,1,100000,"Bangunan Stesen Keretapi, 2, Jalan Sultan Hishamuddin, Kampung Attap, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50050 Kuala Lumpur,Kuala Lumpur,50050.0,,,,60322743533.0,,60322743533.0,4.0,684.0,$$ (Moderate),OPERATIONAL,ChIJKdx-FsVJzDER94Il2e9a6iM,3.1403277,101.6933454,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (684 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
283,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJy-9s,2025-11-05,Hung Kee Restaurant,Restaurant,1,150000,"28-5, Jln Loke Yew, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55200 Kuala Lumpur,Kuala Lumpur,55200.0,https://hungkeerestaurant.shop/,,,60392217251.0,,60392217251.0,3.9,1627.0,$$ (Moderate),OPERATIONAL,ChIJy-9s1SE2zDER76PclGKQNEM,3.1329686,101.7072714,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1627 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
284,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJwwLW,2025-11-05,Syed Bistro Bangsar,"Cafe, Restaurant",1,150000,"44, Persiaran Ara Kiri, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://www.syedbistro.com/,,,60323870662.0,,60323870662.0,3.6,1490.0,$$ (Moderate),OPERATIONAL,ChIJwwLWbJlJzDERHCMIjrz1gO8,3.1283002,101.6693939,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (1490 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
285,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJhSi8,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Lot G-028SA, Plaza Low Yat, 7, Jalan Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,60328569003.0,,60328569003.0,4.1,558.0,$$ (Moderate),OPERATIONAL,ChIJhSi8BSk2zDERwpbcVBQX1IY,3.1444055,101.7099231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (558 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
286,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJQ7J3,2025-11-05,Huckleberry - Bangsar Shopping Centre,Cafe,1,120000,"G108 & GK2, Bangsar Shopping Centre, 285, Jalan Maarof, Bangsar, 59000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59000 Kuala Lumpur,Kuala Lumpur,59000.0,https://huckleberry.my/,,,60320110066.0,,60320110066.0,3.8,1101.0,Unknown,OPERATIONAL,ChIJQ7J3165JzDERd1IbYtBrg2s,3.1431727,101.6673841,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1101 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
287,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ4Rfw,2025-11-05,The Coffee Bean & Tea Leaf,"Cafe, Store",1,100000,"Lot C3.01.00, Level 3 Pavilion, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.coffeebean.com.my/amlocator/pavilion%20kl/,,,60321103675.0,,60321103675.0,4.0,853.0,$$ (Moderate),OPERATIONAL,ChIJ4Rfweiw2zDERTPxD1wjXAoI,3.149694499999999,101.7124373,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (853 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
288,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJK5iT,2025-11-05,"PODs The Backpackers Home & Cafe, Kuala Lumpur.","Cafe, Travel Agency, Lodging",1,80000,"G-6, 30, Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.podsbackpacker.com/,,,60322760858.0,,60322760858.0,4.1,919.0,Unknown,OPERATIONAL,ChIJK5iTfOpJzDERDZGY-YxO2sM,3.1318146,101.6878923,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (919 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
289,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ5QCy,2025-11-05,dipndip Bangsar,"Cafe, Restaurant, Store",1,100000,"No 5, Jln Telawi 3, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://www.dipndip.com/,,,60322010281.0,,60322010281.0,4.4,961.0,$$ (Moderate),OPERATIONAL,ChIJ5QCymaJJzDER0yu2mJpblkc,3.132569,101.6709591,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (961 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
290,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJaewD,2025-11-05,Fittie Sense,"Cafe, Restaurant",1,100000,"23A, Jln Telawi 3, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://www.facebook.com/myfittiesense,,,60328584023.0,,60328584023.0,4.5,640.0,$$ (Moderate),OPERATIONAL,ChIJaewDdZhJzDEReZKBF9_riJ4,3.1319395,101.6709231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (640 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
291,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJORs3,2025-11-05,Marmalade Cafe,"Restaurant, Cafe",1,100000,"Level 1, F18, Bangsar Village 2, 11, Jalan Telawi 2, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,,,,60322828301.0,,60322828301.0,4.1,659.0,$$ (Moderate),OPERATIONAL,ChIJORs3QZhJzDERF8xk1sd4w2k,3.1301866,101.671245,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (659 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
292,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJzdKQ,2025-11-05,Fung Wong Biscuit,"Bakery, Store",1,100000,"85, Jalan Sultan, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,http://www.fungwong.my/contact/,,,60320728888.0,,60320728888.0,4.1,770.0,$$ (Moderate),OPERATIONAL,ChIJzdKQBtFJzDER61_m62FHYTk,3.144209,101.6986994,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (770 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
293,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ5SzH,2025-11-05,Jaslyn Cakes Bangsar,"Bakery, Store",1,100000,"7A, Jalan Telawi 2, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://www.jaslyncakes.com/,,,60322022868.0,,60322022868.0,4.2,824.0,$$ (Moderate),OPERATIONAL,ChIJ5SzHpqJJzDERQKIORx2hc_8,3.1322711,101.6716039,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (824 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
294,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ6b4S,2025-11-05,TK Bakery • Pudu 棠记兄弟 • 半山芭,"Bakery, Store",1,100000,"8-10, Lorong Brunei 3, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://www.tk2you.com/,,,60125910279.0,,60125910279.0,4.5,968.0,$$ (Moderate),OPERATIONAL,ChIJ6b4SLCQ2zDERP259o3ehNrk,3.1381382,101.7130643,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (968 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
295,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJXXwt,2025-11-05,Encore Malaysia,"Bakery, Store",1,100000,"1, Jalan Bukit Desa 5, Taman Bukit Desa, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",58100 Kuala Lumpur,Kuala Lumpur,58100.0,https://www.encoremalaysia.com/,,,60129889550.0,,60129889550.0,4.3,875.0,$$ (Moderate),OPERATIONAL,ChIJXXwtjB9KzDERUmU3NTHqtD4,3.1106251,101.6847056,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (875 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
296,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJA-8c,2025-11-05,RT Pastry • Taman Desa,"Bakery, Store",1,100000,"7-0-7, Jalan 3/109F Danau Business Centre, Taman Danau Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",58100 Kuala Lumpur,Kuala Lumpur,58100.0,http://www.rtpastry.com/,,,60323039039.0,,60323039039.0,4.2,681.0,$$ (Moderate),OPERATIONAL,ChIJA-8cqhdKzDERwiubcVfO6M8,3.1002288,101.6868779,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (681 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
297,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJnQhw,2025-11-05,RGB Coffee at the Bean Hive,"Cafe, Bakery, Store",1,100000,"35, Jalan Damai, Kampung Datuk Keramat, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,https://www.rathergoodbeans.com/,,,60321811329.0,,60321811329.0,4.2,713.0,$$ (Moderate),OPERATIONAL,ChIJnQhwtsQ3zDERtr_za6jWjlA,3.1647773,101.7188838,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (713 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
298,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJI1Gy,2025-11-05,Baketime Bakery,"Bakery, Store",1,100000,"36, Jalan 25/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Selangor, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://baketime.co/,,,60173889821.0,,60173889821.0,4.5,589.0,$$ (Moderate),OPERATIONAL,ChIJI1Gy4u9IzDERa8a-wE1ExqI,3.1623718,101.6497957,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (589 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
299,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJY_K9,2025-11-05,KFC Raja Laut,"Meal Takeaway, Restaurant",2,200000,"138 & 140, Jln Raja Laut, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50350 Kuala Lumpur,Kuala Lumpur,50350.0,https://kfc.com.my/,,,60340500167.0,,60340500167.0,3.9,2423.0,$$ (Moderate),OPERATIONAL,ChIJY_K9WiNIzDERAUBNiqBsqEA,3.1667161,101.6962418,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.9/5 (2423 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
300,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ-RVe,2025-11-05,WOP Pizzeria,"Meal Delivery, Meal Takeaway, Restaurant",1,100000,"H-0-8, Plaza Damas, 60, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,https://instagram.com/wop.kl?igshid=MzRlODBiNWFlZA==,,,60364197530.0,,60364197530.0,4.3,658.0,$$ (Moderate),OPERATIONAL,ChIJ-RVey15SzDERbYl4IyJFEZE,3.1643791,101.6576093,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (658 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
301,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJh2Wx,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,150000,"Ground Floor 437 Wisma Hualang Jalan Ipoh, Sentul, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,https://kfc.com.my/,,,60340412994.0,,60340412994.0,3.7,1214.0,$$ (Moderate),OPERATIONAL,ChIJh2WxTm1IzDERb5YfucQH_jA,3.1801015,101.683513,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (1214 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
302,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ2wIs,2025-11-05,"Little Oven Bakery - Metro Prima,Kepong","Bakery, Store",1,100000,"49, Jln Metro Perdana Barat 2, Wilayah Persekutuan, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,http://www.littleovenbakery.com.my/,,,60361793633.0,,60361793633.0,4.4,733.0,$$ (Moderate),OPERATIONAL,ChIJ2wIs7EFGzDERgyjZR1WMpYI,3.2154094,101.6394948,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (733 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
303,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJAAAA,2025-11-05,The Bread Shop,"Bakery, Cafe, Restaurant",1,200000,"11, Jalan Setiakasih 5, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490.0,https://www.facebook.com/thebreadshopdamansara/,,,60320938734.0,,60320938734.0,4.4,761.0,$$$ (Expensive),OPERATIONAL,ChIJAAAAAPxIzDERs-dvYnoBa3c,3.1533357,101.6493479,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (761 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
304,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJR8ds,2025-11-05,Ra-Ft Café / Bistro Arcoris | Coffee Roasters,"Cafe, Bakery, Restaurant",1,80000,"Unit G-16 &, G-17, Ground Level, Arcoris Plaza, 10, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.ra-ft.com/,,,60364122127.0,,60364122127.0,4.5,835.0,Unknown,OPERATIONAL,ChIJR8dsSfJIzDERa73fXOdQv88,3.1677192,101.651642,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (835 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
305,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJExL4,2025-11-05,RED KETTLE @ THE STARLING MALL,"Restaurant, Bakery, Store",1,150000,"F130, 1st Floor, the Starling, 6, Jalan SS 21/37, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,http://www.redkettle.com.my/,,,60377332130.0,,60377332130.0,3.8,1001.0,$$ (Moderate),OPERATIONAL,ChIJExL47zZJzDERrneFD3AK3lw,3.1351961,101.6230074,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1001 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
306,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ_fEP,2025-11-05,TK Bakery • Subang Jaya,"Bakery, Store",1,100000,"B9 - G, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://www.tk2you.com/,,,60125910357.0,,60125910357.0,4.3,655.0,$$ (Moderate),OPERATIONAL,ChIJ_fEPBPZMzDERMZ4utoOlIXQ,3.0736776,101.5869388,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (655 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
307,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJEW6F,2025-11-05,doudoubake,"Bakery, Store",1,150000,"38, Jalan SS 4c/5, Taman Rasa Sayang, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,http://www.doudoubake.com/,,,601169635817.0,,601169635817.0,3.9,1453.0,$$ (Moderate),OPERATIONAL,ChIJEW6Fop5NzDERuBG44abCkJM,3.1112007,101.6038166,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1453 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
308,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ8eGt,2025-11-05,d'Tandoor Restaurant • Subang Jaya,"Meal Takeaway, Restaurant",1,200000,"7, Jalan SS 15/5a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://dtandoor.com/,,,60356322020.0,,60356322020.0,4.2,701.0,$$$ (Expensive),OPERATIONAL,ChIJ8eGt_l1MzDERz4hYO40vs20,3.0790047,101.5927057,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (701 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
309,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJM2t_,2025-11-05,KFC Sunway Pyramid,"Restaurant, Meal Takeaway",1,150000,"Lot LL2.40, Lower Level 2, Sunway Pyramid Mega Shopping Mall, Bandar Sunway, 46150 Petaling Jaya, Selangor, Malaysia",46150 Petaling Jaya,Selangor,46150.0,https://kfc.com.my/,,,60356112056.0,,60356112056.0,3.6,1369.0,$$ (Moderate),OPERATIONAL,ChIJM2t_eYdMzDEREbTGYOKT4qY,3.0718706,101.6077125,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (1369 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
310,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ7Yuc,2025-11-05,Loong Foong Seafood,"Meal Takeaway, Restaurant",1,150000,"1, Jalan 20/13, Taman Paramount, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,https://www.facebook.com/LoongFoongRoastDuck,,,60126608654.0,,60126608654.0,3.8,1035.0,$$ (Moderate),OPERATIONAL,ChIJ7YucIvtLzDERVS7OEHNdy4w,3.1060331,101.6256875,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1035 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
311,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJx25D,2025-11-05,La Juiceria Superfoods Signature • Atria Mall • Healthy Salad & Bowls PJ,"Cafe, Meal Delivery, Meal Takeaway",1,100000,"Unit C10, Concourse Floor Atria Shopping Gallery, Jalan SS 22/23, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",47400 Petaling Jaya,Selangor,47400.0,https://order.lajuiceriasuperfoods.com/en_MY/,,,60374967895.0,,60374967895.0,4.6,725.0,$$ (Moderate),CLOSED_TEMPORARILY,ChIJx25DQwFJzDER9JeuK0sgT0E,3.127364,101.6164933,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (725 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
312,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJWe7O,2025-11-05,Summit Hotel USJ,"Lodging, Restaurant",2,160000,"Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",47600 Subang Jaya,Selangor,47600.0,http://www.summithotelusj.com/,,,60380233000.0,,60380233000.0,3.7,3473.0,Unknown,OPERATIONAL,ChIJWe7OW5NMzDERHd-apoJI-_k,3.0594763,101.5928051,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (3473 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
313,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJ8yM9,2025-11-05,McDonald's USJ Taipan,Restaurant,2,200000,"Taipan USJ, 4, Jalan USJ 10/1, Usj 2, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,https://www.mcdonalds.com.my/,,,60380115219.0,,60380115219.0,3.9,2355.0,$$ (Moderate),OPERATIONAL,ChIJ8yM9QMRMzDERWC36HTkrddQ,3.048208,101.5857969,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 3.9/5 (2355 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
314,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJI87_,2025-11-05,Restoran Kar Hiong • 家香饭店,Restaurant,1,100000,"29, Jalan SS 18/1b, Ss 18, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://restorankarhiong.shop/,,,60163287022.0,,60163287022.0,4.0,830.0,$$ (Moderate),OPERATIONAL,ChIJI87_SvZMzDERTPWUCJW06lg,3.072712,101.5848112,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (830 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
315,CONTACT TODAY,WhatsApp + Personal,GOOGLE-ChIJH4jy,2025-11-05,Restoran Oregi,Restaurant,1,100000,"53, Jalan SS 15/4b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,https://www.facebook.com/OregiRestaurant,,,601111730056.0,,601111730056.0,4.0,934.0,$$ (Moderate),OPERATIONAL,ChIJH4jyL19MzDERj2kuj6irGws,3.075758,101.5881958,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (934 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
